condition,seed,window_start,window_end,transitions,rank,raw_condition_number_H,physical_scale_condition_number_HS,column_normalized_geometric_condition_number,column_normalized_singular_values_json,physical_scaled_weighted_singular_values_json,weighted_residual_rms,physical_scaled_sigma_min_over_residual_rms,normalized_right_singular_directions_json,physical_right_singular_directions_json,normalized_weak_direction_json,physical_weak_direction_json,conditional_lambda_information_abs,conditional_lambda_information_ratio,corr_lambda_kappa,corr_lambda_beta,corr_kappa_beta,truth_lambda,truth_kappa,truth_beta
stronger_noise,102,271,340,70,3,70.9732903302947,47.2102492118597,2.842236405480751,"[1.4552426238216403, 0.7874760761693265, 0.5120061867533122]","[55.22031157712365, 2.383801289803054, 1.0687516557475523]",0.09371669730001574,11.40406871495004,"[[0.6273820887985798, -0.578521843262074, -0.5212525218388715], [0.14453129248422558, -0.5712387348942052, 0.8079585467394397], [0.7651812988746981, 0.5822360214080889, 0.2747704409635605]]","[[0.02125993049424835, -0.5185324444017544, -0.8547936122001154], [0.0034479798960598937, -0.36045158257283116, 0.9327715519114945], [0.03758116779738832, 0.7563650346489127, 0.6530693609315428]]","[0.7651812988746981, 0.5822360214080889, 0.2747704409635605]","[0.03758116779738832, 0.7563650346489127, 0.6530693609315428]",4.286907322466309,0.4076624766486233,-0.7030454365006217,-0.5650185167949315,0.39434579171597484,0.8333333333333334,375.0,15.0
stronger_noise,102,281,350,70,3,85.36319402899743,62.068116699592444,2.134008200637392,"[1.3578434596006828, 0.8668326996659388, 0.6362878358176496]","[55.00663541297433, 2.2711279852724156, 0.880670678067509]",0.08783906746042011,10.025956599144626,"[[0.6144978800494373, -0.627274189889, -0.4784552707556332], [-0.3866512817978791, 0.2891782529601961, -0.8757149789166256], [0.6876722632903006, 0.7231203417924208, -0.06483694615886766]]","[[0.019251425875551762, -0.4533014737394139, -0.8911493457930796], [-0.007366185908416625, 0.12707966200822152, -0.9918651616066767], [0.04013617033831021, 0.9735364182065371, -0.22497984411089084]]","[0.6876722632903006, 0.7231203417924208, -0.06483694615886766]","[0.04013617033831021, 0.9735364182065371, -0.22497984411089084]",5.053174644919776,0.636212717647031,-0.5933741319419661,-0.30570770621643545,0.34408329112844677,0.8333333333333334,375.0,15.0
stronger_noise,102,291,360,70,3,73.72159007918854,60.34606331710756,1.8015252963237318,"[1.2964537537040166, 0.8951662793804637, 0.7196422699973265]","[54.025585540691246, 2.0661905021609455, 0.8942940606647802]",0.08522649389105796,10.493146201789374,"[[0.5715734949746619, -0.6420919486798794, -0.510902798272749], [0.600470122662696, -0.09704168656649265, 0.7937370741358738], [0.5592310538872974, 0.7604609395023559, -0.3300905752354905]]","[[0.02081706634549299, -0.44901486780375455, -0.8932817574762983], [0.015737640437509616, -0.04883403428276463, 0.9986829145274937], [0.02594413856181027, 0.6773933670734626, -0.7351633341776251]]","[0.5592310538872974, 0.7604609395023559, -0.3300905752354905]","[0.02594413856181027, 0.6773933670734626, -0.7351633341776251]",4.255445876892011,0.8011472798498178,-0.44330627137794115,-0.20449969593429268,0.35965581533065955,0.8333333333333334,375.0,15.0
stronger_noise,102,301,370,70,3,60.29838144560408,58.681876736966494,1.4390395240848057,"[1.1981511320419043, 0.9333826696297812, 0.8326047422525794]","[53.612856391960314, 1.762294233502271, 0.9112059150899152]",0.08718582969246516,10.451307492330535,"[[0.5034222650145121, -0.6395835112317423, -0.5809466027511773], [0.816455094730204, 0.13207132192540746, 0.5621016315702787], [0.28278454939538766, 0.7572912901158649, -0.5886788602777377]]","[[0.020986664963235445, -0.4038702665862697, -0.9145755122794708], [0.038265442727076986, 0.09375977919840907, 0.9948592160188126], [0.011303611205589604, 0.4585198146638972, -0.8886122933733802]]","[0.28278454939538766, 0.7572912901158649, -0.5886788602777377]","[0.011303611205589604, 0.4585198146638972, -0.8886122933733802]",3.0807245936498666,0.9460370054265127,-0.2198267735738168,-0.13542743907103355,0.28903727997513706,0.8333333333333334,375.0,15.0
stronger_noise,102,311,380,70,3,49.429626748125486,58.69235289658512,1.4567815282983199,"[1.163688917168324, 1.0038593964621063, 0.7988081222636313]","[53.274445970738455, 1.3669086614259447, 0.9061826101890244]",0.084405429136236,10.736070173002558,"[[0.6882727538984323, 0.710351732791692, 0.14724480283157237], [0.24773536604712731, -0.039378433553541044, -0.9680271315311184], [0.6818414805880938, -0.7027444447953396, 0.20308234945146325]]","[[0.06921338785987859, 0.8784482489780251, 0.4727982453524966], [0.008013585816023384, -0.0156642831908455, -0.9998451943548492], [0.06298327673934438, -0.7982748769235654, 0.5989910915229388]]","[0.6818414805880938, -0.7027444447953396, 0.20308234945146325]","[0.06298327673934438, -0.7982748769235654, 0.5989910915229388]",1.860187421348925,0.8777228448740466,0.3464955630364355,-0.016074302044829937,0.08898897856303788,0.8333333333333334,375.0,15.0
stronger_noise,102,321,390,70,3,61.92511374753382,67.04196290073507,2.486595428784337,"[1.273889941711999, 1.055817313452238, 0.5123028567356399]","[52.13706928766922, 1.6365650105156944, 0.7276777898011044]",0.08616165361585931,8.445494709808642,"[[-0.7079088213752921, -0.7062867599856253, 0.0049105282865088045], [-0.2559431151888992, 0.262998420201941, 0.9302284411684505], [0.6582994929410526, -0.6572601034904605, 0.366948135236115]]","[[-0.05721770554814576, -0.9981840781161854, 0.01883295959605509], [-0.005767200776266594, 0.10362182049593359, 0.9946000491214118], [0.03153844768244496, -0.5505927935154209, 0.834177979838036]]","[0.6582994929410526, -0.6572601034904605, 0.366948135236115]","[0.03153844768244496, -0.5505927935154209, 0.834177979838036]",2.0317923360852976,0.4953560847101084,0.6227822042148388,-0.20764819778572993,0.20379503592588044,0.8333333333333334,375.0,15.0
stronger_noise,102,331,400,70,3,54.681307979005254,62.3425877514835,3.1104802554769915,"[1.3131538083768524, 1.047568101039393, 0.4221707583787509]","[51.54217182046241, 1.6562083798884035, 0.7657905371147727]",0.08304925570407543,9.220919930257647,"[[-0.6088600523264383, -0.7273375698826705, -0.31665359009210453], [0.5200584440970073, -0.06455440303964585, -0.851687703193838], [0.5990230808612027, -0.6832369929134154, 0.4175626421391006]]","[[-0.034528705212788856, -0.7325873652035193, -0.6797966761175682], [0.016117924604560557, -0.03553394514284954, -0.9992384856724779], [0.030046039237478717, -0.6086612264550254, 0.7928611145316714]]","[0.5990230808612027, -0.6832369929134154, 0.4175626421391006]","[0.030046039237478717, -0.6086612264550254, 0.7928611145316714]",1.6709742013468156,0.40408125222974317,0.6538467932210466,-0.10903271603403891,0.4066350543827457,0.8333333333333334,375.0,15.0
stronger_noise,102,341,410,70,3,59.09185038063433,64.44887101663923,3.484072585768945,"[1.2992325675344019, 1.0830215313850513, 0.37290628583378305]","[51.607262367670714, 1.8275200571939456, 0.742048620702233]",0.08470540815364859,8.76034525866658,"[[-0.6611936045316655, -0.7312853377370234, -0.1674657342182904], [0.421610658969762, -0.17756705731093692, -0.8892212280422783], [-0.6205380484462709, 0.6585527275539766, -0.4257238958077307]]","[[-0.04254151097484885, -0.9108871239890689, -0.4104569005326862], [0.012381870531979615, -0.1009556209800276, -0.9948138780066683], [-0.030067389165544234, 0.6177479123533812, -0.7858011637124287]]","[-0.6205380484462709, 0.6585527275539766, -0.4257238958077307]","[-0.030067389165544234, 0.6177479123533812, -0.7858011637124287]",1.5488760547278202,0.3145019909126377,0.6715479883570462,-0.21609505276955096,0.3529374381187919,0.8333333333333334,375.0,15.0
stronger_noise,102,351,420,70,3,74.6807726744339,50.94150590025609,3.212847257832474,"[1.3218412450381185, 1.0408968867856054, 0.41142361866585897]","[51.62795140159036, 2.2452883482479633, 0.8451578712910129]",0.08356014571501741,10.114365695022016,"[[-0.723126430087333, -0.6403856651455068, 0.2588326988332351], [0.0781151462118014, -0.44814855692999517, -0.8905396649525903], [-0.6862843361475316, 0.6237540146545832, -0.3740918859863604]]","[[-0.03378062954411832, -0.7733683353211794, 0.6330563063347137], [0.0016259313913470725, -0.24114610362741679, -0.9704874615637369], [-0.027041127510394596, 0.6353680090357082, -0.7717358813201358]]","[-0.6862843361475316, 0.6237540146545832, -0.3740918859863604]","[-0.027041127510394596, 0.6353680090357082, -0.7717358813201358]",2.8446956955279608,0.32390010312626316,0.6987340888851475,-0.3589471313622363,0.10329358027983697,0.8333333333333334,375.0,15.0
stronger_noise,102,361,430,70,3,78.47368977174483,48.031834806685744,3.2717420675245226,"[1.3390389358941357, 1.019543784175569, 0.4092739917322652]","[50.89847450090668, 2.217334019711908, 0.9619087499054529]",0.08639266741759986,11.134148055133362,"[[-0.7136455177268374, -0.6839083565882773, 0.15158969231816552], [-0.07289865083664279, 0.2877311780023039, 0.9549327494183053], [-0.6967035680507111, 0.6704327923022024, -0.2551940619827979]]","[[-0.03175697859813057, -0.9134528318820075, 0.40570360885387596], [-0.0012551871749657455, 0.14869881527929432, 0.9888817355172912], [-0.02751873564368725, 0.7948172282214593, -0.6062246224881744]]","[-0.6967035680507111, 0.6704327923022024, -0.2551940619827979]","[-0.02751873564368725, 0.7948172282214593, -0.6062246224881744]",3.6067040952761382,0.31377986292401416,0.7750749078528887,-0.23655120399173588,0.07106105520511316,0.8333333333333334,375.0,15.0
stronger_noise,102,371,440,70,3,87.51342628332496,48.14124777772222,4.086163316877456,"[1.3597831907845443, 1.019925886131775, 0.3327774945186618]","[49.936213584511016, 2.0917733045010634, 0.9174974997566971]",0.08282568155599647,11.077451854548265,"[[-0.7110224170123466, -0.6999649302039772, 0.06705385142154183], [-0.10614228992010351, 0.20110539750534437, 0.9738020504110342], [-0.6951121756928429, 0.6852778382369875, -0.21728632636409428]]","[[-0.02947477361822507, -0.9818496559033588, 0.18735658761466029], [-0.001608487058452249, 0.10312272269590042, 0.9946673397840944], [-0.025336754901908908, 0.8452093787633496, -0.5338343890210833]]","[-0.6951121756928429, 0.6852778382369875, -0.21728632636409428]","[-0.025336754901908908, 0.8452093787633496, -0.5338343890210833]",3.0216332930379917,0.21517333599069816,0.8452795659298359,-0.1789505210383396,0.10044563193024779,0.8333333333333334,375.0,15.0
stronger_noise,102,381,450,70,3,95.37662684370855,48.38186344297966,4.655845704089702,"[1.3769107439226425, 1.0082935124439982, 0.29573805307017836]","[49.07448672767392, 2.072689284009176, 0.8645076143936995]",0.08564297547931757,10.094320165259491,"[[-0.6735958473832301, -0.7101348124455423, -0.20488333885653712], [0.3146611974335404, -0.024705540776954745, -0.9488824832847368], [0.6687727306176281, -0.703632137134066, 0.24009342009807075]]","[[-0.023681009495593656, -0.8765701879564815, -0.48069108102315394], [0.0049685086228325424, -0.013696900585261889, -0.9998938487841709], [0.02270575409076094, -0.8387801085453863, 0.5439966711660648]]","[0.6687727306176281, -0.703632137134066, 0.24009342009807075]","[0.02270575409076094, -0.8387801085453863, 0.5439966711660648]",2.6777920515181104,0.18346934599235615,0.8578242129849538,-0.02785797797758963,0.28489880415367214,0.8333333333333334,375.0,15.0
stronger_noise,102,391,460,70,3,97.59990864752827,49.813265587535795,4.726041188570007,"[1.3919388069008896, 0.9878062522777837, 0.29452532285738686]","[48.98227600878678, 2.0455752763765545, 0.839320550846343]",0.08349715283079914,10.052085878271377,"[[-0.6506767218054051, -0.7022255219547165, -0.2889621428768783], [0.3819349280573413, 0.026247698865766087, -0.9238164152222483], [-0.6563120556796173, 0.7114705718578094, -0.2511256875548915]]","[[-0.021131672941413326, -0.78560229059889, -0.6183708380935136], [0.006273469813894615, 0.014851393046342712, -0.9998700314046207], [-0.02218855705429196, 0.8285775099131997, -0.5594345162768293]]","[-0.6563120556796173, 0.7114705718578094, -0.2511256875548915]","[-0.02218855705429196, 0.8285775099131997, -0.5594345162768293]",2.6245575430087125,0.1874885042634822,0.8545596345598051,0.0343010481339962,0.3539906631772249,0.8333333333333334,375.0,15.0
stronger_noise,102,401,470,70,3,104.14740394804814,53.87165817588751,5.137257791608397,"[1.3934179001139373, 0.9923792999603785, 0.27123768295024175]","[48.99625553647192, 1.6630102233293766, 0.8491781595132272]",0.08669575009315836,9.794922572337724,"[[0.6892360596269285, 0.7037623648237069, 0.17225616960703896], [0.2069385911148667, 0.036631387435733055, -0.9776679195728616], [-0.6943558695779415, 0.7094904335593801, -0.12038791912141279]]","[[0.023310696899115826, 0.8722148203510955, 0.48856720988005703], [0.002523645084627349, 0.016370061632464437, -0.9998628167391944], [-0.0248881453934012, 0.9318953079359967, -0.3618725124484463]]","[-0.6943558695779415, 0.7094904335593801, -0.12038791912141279]","[-0.0248881453934012, 0.9318953079359967, -0.3618725124484463]",2.3140152052962497,0.14616652503797442,0.913017879402908,0.03742285783314157,0.19382329735245868,0.8333333333333334,375.0,15.0
stronger_noise,102,411,480,70,3,117.08707622797762,59.93722596284872,6.899395928157172,"[1.4124937338972074, 0.9812992620351513, 0.20472715997246507]","[48.73031689429342, 1.2100600491547873, 0.7956185808538603]",0.08389330378340122,9.48369589673113,"[[-0.691050217448546, -0.6964539289158678, -0.19339473069856036], [0.1658141473909193, 0.1076760394328306, -0.9802609545713233], [0.7035305718228169, -0.7094771281935106, 0.04107236395618471]]","[[-0.021067966956359614, -0.8095399170613851, -0.5866866825253251], [0.0016984249407423924, 0.04205103640464445, -0.9991140203650513], [0.02570792421198163, -0.988451331204459, 0.14934211888427099]]","[0.7035305718228169, -0.7094771281935106, 0.04107236395618471]","[0.02570792421198163, -0.988451331204459, 0.14934211888427099]",1.402275531727992,0.08280228785199567,0.9565017053457715,0.11133364085363252,0.16586512048915553,0.8333333333333334,375.0,15.0
stronger_noise,102,421,490,70,3,187.8393818033647,73.89039222233394,13.715460230455585,"[1.5051907481260078, 0.8499159050909372, 0.10974409336871446]","[48.277597993592174, 0.7601648951057047, 0.5585919271663378]",0.082948404951613,6.734209385848781,"[[-0.6355401054521943, -0.6445062066412626, -0.4250888424349714], [0.33078145504827305, 0.27019273051765325, -0.904201038138954], [-0.6976190961821221, 0.7152675289542403, -0.04147238437483411]]","[[-0.013092714587791876, -0.48346551625800865, -0.8752654885313941], [0.003638660394692004, 0.10822452557670635, -0.9941198178359735], [-0.026443235899223552, 0.9872256007374843, -0.15711896296657327]]","[-0.6976190961821221, 0.7152675289542403, -0.04147238437483411]","[-0.026443235899223552, 0.9872256007374843, -0.15711896296657327]",0.37220648316955357,0.024546860166588677,0.9865618734862481,0.39637312024989874,0.44387637594083945,0.8333333333333334,375.0,15.0
stronger_noise,102,431,500,70,3,231.62238057764895,87.95440824334874,15.826958483648333,"[1.5089052484946923, 0.8450536556379149, 0.09533766390135047]","[48.38618181541258, 0.7697293193281582, 0.47235812076406725]",0.08315543391496785,5.680423978631221,"[[-0.6328625778156013, -0.6444015461112912, -0.4292220928260445], [0.34240981043985375, 0.26427059505910094, -0.9016188631021714], [-0.6944353672697954, 0.7175706933511752, -0.05340244122115036]]","[[-0.013289611195011921, -0.4820211464616093, -0.8760587883230904], [0.0038849040072442757, 0.1068045104694125, -0.9942724496154179], [-0.026615340275301314, 0.9796513542975299, -0.198934279813826]]","[-0.6944353672697954, 0.7175706933511752, -0.05340244122115036]","[-0.026615340275301314, 0.9796513542975299, -0.198934279813826]",0.2730519991730273,0.01872795570187984,0.988607406922081,0.3983384531017668,0.4592402742149331,0.8333333333333334,375.0,15.0
stronger_noise,103,1,70,70,3,2024.52049682759,11.634811228302434,1.2388614007403669,"[1.0902946928988604, 1.0181945566871236, 0.8800780234554727]","[4.560330863883107, 2.381224540285402, 0.9133270956603021]",0.1065087176191605,8.575139350809328,"[[-0.38577857463893933, 0.7368636693080908, -0.555163781422532], [0.790459101010315, -0.046318223161289966, -0.6107610267798246], [-0.4757618111823531, -0.6744527819328776, -0.5645920154974647]]","[[-0.000612426584097485, 0.9962778701506629, -0.0861976239912551], [0.011041523395087096, -0.5510346297261822, -0.8344093249740472], [-0.0008244474661581351, -0.9954108455984982, -0.09568996160130042]]","[-0.4757618111823531, -0.6744527819328776, -0.5645920154974647]","[-0.0008244474661581351, -0.9954108455984982, -0.09568996160130042]",20.25935147788615,0.980269100667445,-0.12734375303590498,-0.037866601725005174,-0.1620260819843171,0.8333333333333334,375.0,15.0
stronger_noise,103,11,80,70,3,1895.9748428537275,12.709461562073448,1.2055907549164262,"[1.07273420178108, 1.0283471979118504, 0.8897996251268897]","[4.6930586644203105, 2.5718504504046207, 0.8574028219397628]",0.10358687322428853,8.277137780607546,"[[0.6473840063090404, -0.7414740643486423, 0.1763807253459457], [0.4663266796507218, 0.2022977199513889, -0.8611707498216614], [0.6028543573875782, 0.6397592081406681, 0.47673344688414243]]","[[0.0010841470858779722, -0.9994902520405162, 0.03190706349825185], [0.0024866241385080486, 0.8682948542016936, -0.4960421986759324], [0.0011648725177689516, 0.9950362385522536, 0.09950641707849735]]","[0.6028543573875782, 0.6397592081406681, 0.47673344688414243]","[0.0011648725177689516, 0.9950362385522536, 0.09950641707849735]",21.198172718356968,0.9719439514033206,-0.1472635217869209,-0.06572901740997374,-0.09325051421501131,0.8333333333333334,375.0,15.0
stronger_noise,103,21,90,70,3,1723.051571902817,12.94533649021445,1.8540417490526944,"[1.266358602331089, 0.964267317757158, 0.6830259367018695]","[4.789405283692299, 3.3089835372025904, 0.8462755575062585]",0.09737351675047246,8.691023860983766,"[[0.333937605586041, -0.6770779680189694, -0.6557828152664307], [0.9369038839261474, 0.16208604724167133, 0.3097405778610072], [0.10342527669560116, 0.7178394935588835, -0.6884836044725858]]","[[0.0007809268233596823, -0.9897432494530773, -0.14285548752274088], [0.008893256411773943, 0.9617235721812817, 0.27387712701368394], [0.00022817558166841388, 0.9899395555381597, -0.1414907216633474]]","[0.10342527669560116, 0.7178394935588835, -0.6884836044725858]","[0.00022817558166841388, 0.9899395555381597, -0.1414907216633474]",21.3409517499528,0.9647701707715562,-0.1867549962589518,-0.11457826011472141,0.528167473155885,0.8333333333333334,375.0,15.0
stronger_noise,103,31,100,70,3,1358.8823344693521,12.694546318802955,3.025722010143003,"[1.3898998246007408, 0.9258323845226076, 0.45936137554654294]","[6.318284564540694, 4.330404685384886, 0.8567919956799473]",0.10000204299490137,8.567744918207632,"[[0.36718322012059196, -0.6636883004834111, -0.6516857545345874], [0.9284378827007654, 0.21904057535716687, 0.3000405377833491], [-0.05638777197223422, -0.7152195929563473, 0.6966213842707991]]","[[0.0014966727923348922, -0.9838362605000579, -0.17906415748500562], [0.01129587666502146, 0.9691841126112906, 0.24607835953661986], [-0.00021333695252638115, -0.9840908204491218, 0.1776660113671687]]","[-0.05638777197223422, -0.7152195929563473, 0.6966213842707991]","[-0.00021333695252638115, -0.9840908204491218, 0.1776660113671687]",20.800014779247135,0.9170143927356077,-0.28794760337129655,-0.2317708659748877,0.7867434737874659,0.8333333333333334,375.0,15.0
stronger_noise,103,41,110,70,3,1056.7182243667369,12.066693292576325,3.781977145519212,"[1.4398772798200885, 0.8841974375324138, 0.380720777629769]","[9.253567467090239, 4.351934443827831, 0.9078821904051718]",0.10125905693542758,8.965935669182896,"[[0.41185920010826715, -0.6483461931705999, -0.6403274264681855], [0.9104978406317311, 0.2642965305923435, 0.3180267695050297], [-0.036955128076264505, -0.7139989899979142, 0.6991707665447872]]","[[0.002570606762198682, -0.9764656375662787, -0.2156577163774922], [0.013784899170744339, 0.9655599899439002, 0.25981509266089137], [-0.0002095286927142163, -0.9768536749951913, 0.2139085172360279]]","[-0.036955128076264505, -0.7139989899979142, 0.6991707665447872]","[-0.0002095286927142163, -0.9768536749951913, 0.2139085172360279]",19.829751963834266,0.8683464571139469,-0.36165424211805974,-0.32412999763147676,0.8540704108663332,0.8333333333333334,375.0,15.0
stronger_noise,103,51,120,70,3,773.2584047681767,13.887379563198921,4.070032195181324,"[1.4785698913645051, 0.8257464402128424, 0.3632821118995186]","[12.935792681280642, 4.2557052025940205, 0.946945239583868]",0.10077149663389282,9.396955202760964,"[[0.46016564682265343, -0.6305625993265414, -0.6250107085601373], [0.8874245107467443, 0.3053170063446515, 0.34533934522819965], [0.02693167670588882, 0.713563125425702, -0.7000731039130937]]","[[0.004066141394007851, -0.9607712381173658, -0.27731226893267424], [0.016007973367804917, 0.9496846788494487, 0.31279826653495874], [0.000210460178669249, 0.9615291262519052, -0.2747029214911282]]","[0.02693167670588882, 0.713563125425702, -0.7000731039130937]","[0.000210460178669249, 0.9615291262519052, -0.2747029214911282]",18.5974801613709,0.7953408743584358,-0.4470633335006899,-0.4222852004638755,0.8675540503218058,0.8333333333333334,375.0,15.0
stronger_noise,103,61,130,70,3,615.524048363221,17.55922929335472,4.4743857185610825,"[1.5126036308936956, 0.7731408545431006, 0.33805838969558794]","[16.950324511546174, 4.0825342223653935, 0.9671299710548198]",0.09595792551515513,10.078687777614325,"[[0.48813421511147237, -0.6201161334237422, -0.6141506078358098], [0.8721940587266428, 0.3210706426345194, 0.36904087356308185], [0.031662469257034274, 0.7157999884785166, -0.6975871734304631]]","[[0.005670856536377926, -0.9440986760682362, -0.32961421576192257], [0.019208228694931634, 0.92663721668203, 0.3754657276106351], [0.00031922116792885345, 0.9457438718592271, -0.32491295286363026]]","[0.031662469257034274, 0.7157999884785166, -0.6975871734304631]","[0.00031922116792885345, 0.9457438718592271, -0.32491295286363026]",16.956154386666558,0.7217273604134442,-0.5225875354555953,-0.4960300200307672,0.8851215880165229,0.8333333333333334,375.0,15.0
