case,candidate_index,fit_end_time_s,validation_ready_time_s,promotion_time_s,parameter_identification_status,control_model_status,legacy_estimator_accepted,legacy_estimator_reason,rank,rrqr_rank,condition_number,candidate_residual_rms_nms,active_bound_count,maximum_unconstrained_violation_fraction_of_span,maximum_normalized_parameter_std,validation_candidate_total_mse_nms2,validation_prior_total_mse_nms2,validation_last_valid_total_mse_nms2,oracle_proposed_model_error_nm,oracle_prior_error_nm,oracle_last_valid_error_nm,oracle_improvement_vs_last_valid_nm,oracle_improvement_vs_prior_nm,proposed_model_distance_to_truth_span_l2,reference_model_distance_to_truth_span_l2,truth_distance_change_from_last_valid_span_l2,proposed_model_distance_to_prior_span_l2
noise_200hz,20,15.379999999996915,16.879999999996915,18.37999999999948,identified_boundary_pressured,valid_unpromoted_not_heldout_better,False,bound_hit,11,11,542.2978128958299,0.03794591114211359,2,1.0490232140556999,0.45194184161908346,0.03067194606978669,7.501573839040921,0.02856976539567831,0.9015652902707539,4.474177457204292,0.9226690395058363,0.021103749235082403,3.5726121669335384,0.448202155807988,0.4553270514741568,-0.007124895666168807,0.4702837925491333
noise_200hz,21,15.879999999996638,17.379999999996638,18.37999999999948,identified_boundary_pressured,valid_unpromoted_not_heldout_better,False,bound_hit,11,11,542.2978128958299,0.03794591114211359,2,1.0490232140556999,0.45194184161908346,0.03067194606978669,7.501573839040921,0.02856976539567831,0.9015652902707539,4.474177457204292,0.9226690395058363,0.021103749235082403,3.5726121669335384,0.448202155807988,0.4553270514741568,-0.007124895666168807,0.4702837925491333
noise_200hz,22,16.379999999997036,17.879999999997036,18.37999999999948,identified_boundary_pressured,valid_unpromoted_not_heldout_better,False,bound_hit,11,11,542.2978128958299,0.037933033014084,2,1.0490376295331405,0.4517884610644171,0.03059920746127551,7.501573839040921,0.02856976539567831,0.9012864849950886,4.474177457204292,0.9226690395058363,0.021382554510747775,3.572890972209204,0.44809181259525493,0.4553270514741568,-0.007235238878901873,0.4702986512496622
noise_200hz,23,16.879999999997647,18.379999999997647,18.37999999999948,identified_boundary_pressured,valid_unpromoted_not_heldout_better,False,bound_hit,11,11,542.2978128958299,0.037904596512521614,2,1.048220980708442,0.4514497778045217,0.0305172791299757,7.501573839040921,0.02856976539567831,0.90100086425149,4.474177457204292,0.9226690395058363,0.02166817525434639,3.5731765929528025,0.44797364271979256,0.4553270514741568,-0.0073534087543642435,0.47029280473823537
noise_200hz,24,17.379999999998258,18.879999999998258,18.88000000000009,identified_boundary_pressured,promoted,False,bound_hit,11,11,542.2978128958299,0.037926819602555534,2,1.0490060882187826,0.45171445834411356,0.14359403281074173,8.800871641412243,0.16156622572717005,1.0105266003026012,4.738814246402592,1.0533762896834158,0.04284968938081457,3.728287646099991,0.4479915860468552,0.4553270514741568,-0.007335465427301624,0.47033978119612324
noise_200hz,25,17.87999999999887,19.37999999999887,19.880000000001314,identified_boundary_pressured,promoted,False,bound_hit,11,11,486.67896880394505,0.04289231494910037,2,0.7292087265344037,0.480423106713952,0.18944637792371827,9.813273263059967,0.19700078258992101,0.9484682605940689,4.790983775634902,0.9571326896999304,0.008664429105861515,3.8425155150408328,0.436979629736166,0.4479915860468552,-0.011011956310689186,0.48620977415275235
noise_200hz,26,18.37999999999948,19.87999999999948,20.380000000001925,identified_boundary_pressured,valid_unpromoted_not_heldout_better,False,bound_hit,11,11,416.36970332177236,0.044705978620108285,2,0.6047856064859266,0.42944732849930795,0.15259429970208618,9.525887113025977,0.13624650642393712,0.8375686814845694,4.715760396552309,0.8123855703998768,-0.025183111084692622,3.8781917150677394,0.43035216067855725,0.436979629736166,-0.006627469057608748,0.5044462193785902
noise_200hz,27,18.88000000000009,20.38000000000009,20.380000000001925,identified_boundary_pressured,valid_unpromoted_not_heldout_better,False,bound_hit,11,11,391.150860712569,0.04386436978349927,2,0.6282684669909301,0.37021035538078034,0.15260036007717218,9.525887113025977,0.13624650642393712,0.8366112199520289,4.715760396552309,0.8123855703998768,-0.024225649552152118,3.8791491766002797,0.4294301394789637,0.436979629736166,-0.007549490257202307,0.5040451695521123
noise_200hz,28,19.380000000000702,20.880000000000702,20.880000000002536,identified_boundary_pressured,valid_unpromoted_not_heldout_better,False,bound_hit,11,11,391.150860712569,0.043862662811413544,2,0.6287043594764827,0.3701959487280551,0.1868416910929701,9.784984723775022,0.17231280266406948,0.928702061670576,4.808880009506516,0.9093780056053462,-0.0193240560652298,3.8801779478359397,0.4293935956607442,0.436979629736166,-0.007586034075421799,0.5040725799731395
noise_200hz,29,19.880000000001314,21.380000000001314,21.380000000003147,identified_boundary_pressured,valid_unpromoted_not_heldout_better,False,bound_hit,11,11,388.7663423326971,0.043548906423475024,2,0.6313282621763205,0.36309165996197873,0.23614070523465241,10.079950432765857,0.22720669007353073,1.0103230757146604,4.861216531403663,0.9981486756437686,-0.012174400070891767,3.8508934556890027,0.4287288307121486,0.436979629736166,-0.008250799024017375,0.5039609417303974
noise_200hz,30,20.380000000001925,21.880000000001925,,identified_boundary_pressured,pending_insufficient_future_validation,False,bound_hit,11,11,393.8795281853344,0.04313030607839118,2,0.7047083154159187,0.3527198911437071,,,,nan,nan,nan,nan,nan,nan,,,nan
noise_200hz,31,20.880000000002536,22.380000000002536,,identified_boundary_pressured,pending_insufficient_future_validation,False,bound_hit,11,11,404.9368632302295,0.0428114151088401,2,0.7958668827731129,0.3462572601257549,,,,nan,nan,nan,nan,nan,nan,,,nan
noise_200hz,32,21.380000000003147,22.880000000003147,,identified_boundary_pressured,pending_insufficient_future_validation,False,bound_hit,11,11,409.7396151343902,0.044011741753735796,3,1.0799951862117814,0.34109479867222126,,,,nan,nan,nan,nan,nan,nan,,,nan
noise_200hz,33,21.880000000003758,23.380000000003758,,identified_boundary_pressured,pending_insufficient_future_validation,False,bound_hit,11,11,409.6075208441272,0.04381286038021226,3,1.0999414222883144,0.33492588496002434,,,,nan,nan,nan,nan,nan,nan,,,nan
